B15_D1_08_Dishwasher_T1_2015_04_11_08_50_10.csv,0,86400
B15_D1_08_Dishwasher_T1_2015_04_11_08_50_10.csv,0,86400
B15_D1_08_Dishwasher_T1_2015_04_11_08_50_10.csv,0,86400
B15_D1_08_Dishwasher_T1_2015_04_11_08_50_10.csv,0,86400
B15_D1_08_Dishwasher_T2_2015_10_10_10_07_06.csv,0,86400
B15_D1_08_Dishwasher_T2_2015_10_10_10_07_06.csv,0,86400
B15_D1_08_Dishwasher_T2_2015_10_10_10_07_06.csv,0,86400
B15_D1_08_Dishwasher_T2_2015_10_10_10_07_06.csv,0,86400
B15_D1_11_Washingmachine_T1_2015_10_29_19_38_26.csv,0,86400
B15_D1_11_Washingmachine_T1_2015_10_29_19_38_26.csv,0,86400
B15_D3_04_Dishwasher_T1_2015_10_15_16_29_04.csv,0,86400
B15_D3_04_Dishwasher_T1_2015_10_15_16_29_04.csv,0,86400
B15_D3_04_Dishwasher_T1_2015_10_15_16_29_04.csv,0,86400
B15_D3_04_Dishwasher_T1_2015_10_15_16_29_04.csv,0,86400
B15_D3_04_Dishwasher_T2_2015_10_27_14_18_57.csv,0,86400
B15_D3_04_Dishwasher_T2_2015_10_27_14_18_57.csv,0,86400
B15_D3_04_Dishwasher_T2_2015_10_27_14_18_57.csv,0,86400
B15_D3_04_Dishwasher_T2_2015_10_27_14_18_57.csv,0,86400
