B12_D1_11_Washingmachine_T1_2015_10_28_20_26_37.csv,0,86400
B12_D1_11_Washingmachine_T1_2015_10_28_20_26_37.csv,0,86400
B12_D1_11_Washingmachine_T2_2015_10_27_07_21_54.csv,0,86400
B12_D3_04_Dishwasher_T1_2015_11_04_14_00_24.csv,0,86400
B12_D3_04_Dishwasher_T1_2015_11_04_14_00_24.csv,0,86400
B12_D3_04_Dishwasher_T1_2015_11_04_14_00_24.csv,0,86400
B12_D3_04_Dishwasher_T1_2015_11_04_14_00_24.csv,0,86400
B12_D3_04_Dishwasher_T2_2016_02_01_08_27_21.csv,0,86400
B12_D1_10_Ecar_T1_2015_10_13_18_26_43.csv,0,86400
B12_D1_10_Ecar_T1_2015_10_13_18_26_43.csv,0,86400
B12_D1_10_Ecar_T2_2015_12_09_10_40_11.csv,0,86400
B12_D1_10_Ecar_T2_2015_12_09_10_40_11.csv,0,86400
